PSNR (256)_YYUV
C:\Users\Admin\Desktop\New folder\video_ phat.mp4
C:\Users\Admin\Desktop\New folder\video_output.mp4
AVG: 18.14280319
20.01494408
20.04718590
19.74707031
19.56868744
20.62853813
20.55723381
21.14954948
21.77677917
21.97457314
22.38763046
23.45926666
25.02465820
27.22963524
26.91184998
26.37134171
25.20137596
23.41662979
23.24502563
22.89110565
22.81869125
22.53655434
22.17522621
22.80424309
22.89054108
22.90225220
23.25252533
23.23591995
23.19303322
23.50782776
23.07813263
23.05266953
23.64311028
23.79891396
24.05680656
24.61954498
24.35624313
24.30791473
23.97699356
23.98706627
23.15688705
23.32298470
23.23048592
23.61743927
23.35362625
23.71396637
22.97357559
22.59891701
22.42421913
22.39570618
22.88679504
22.27908707
22.97947884
22.23893929
22.26926422
22.30762100
23.09304047
22.07322311
22.94583130
22.08832169
21.95525169
21.84888077
22.51991272
21.56492043
21.52981567
22.02373695
21.04942131
21.42761993
20.53264809
20.55452347
20.58769226
20.56916237
20.61431885
20.66493988
21.24284363
20.81778526
21.82247162
21.97465706
22.34913063
22.02054596
21.82312012
21.58547211
21.54879761
21.77960396
22.25642776
22.17149544
21.85901260
21.58693123
21.41228867
21.99448586
21.25996017
21.17692947
21.63068962
21.96337128
21.64690971
22.25057602
21.53745842
21.52454758
21.14134789
21.31802559
21.30149651
21.32496071
21.16410828
21.00670624
21.02606010
21.88058662
21.23658371
21.33661652
21.30994797
21.49953842
21.44332123
21.46056366
21.49492645
21.21799850
21.10310555
20.93970299
21.23144913
21.23823547
20.23704338
20.56734276
19.89201355
19.97427177
20.10694695
20.84584236
20.45993423
21.21654129
21.05329323
21.34195518
21.51082993
21.24190331
21.43648911
21.15975571
22.13474274
22.44313240
21.89474869
22.19459343
22.15048218
22.21776009
22.47565460
22.99595070
23.02684021
23.35244751
23.30108261
23.38551331
23.12338257
23.48752213
23.88940620
23.45329475
23.98307991
23.92548370
23.56816101
23.77593040
24.05248833
24.67979431
24.91880608
24.60684013
24.56449509
24.53314972
24.89671898
24.88568497
24.32238579
24.04217911
23.40054512
22.67697525
23.32487106
23.50432968
23.35802269
23.74740219
24.33108521
24.75778961
24.92904854
24.87912750
24.90822983
24.65192604
24.61627960
25.27141762
25.22238159
25.91525078
26.52421188
26.06292343
26.41558647
27.18549919
27.14767456
27.01294899
26.70980453
27.17324066
27.90650940
28.78109741
28.59762192
28.70318222
29.35747528
28.97325897
29.20835876
29.64938736
28.85494232
29.45834732
29.94810295
29.36122131
28.55870438
27.68381500
28.54055214
26.84140205
27.19564056
27.36712265
26.32935715
26.58834648
27.64985275
26.86727142
27.75247955
28.04718018
27.45114326
27.36054993
27.46830750
27.01598167
26.76807404
27.41094589
26.85601044
28.15056610
27.49710274
27.32938957
26.80164528
27.56979179
26.55158997
26.60464478
27.34994888
28.11380005
27.28697586
27.22730637
27.67688942
27.76831627
27.35705948
28.28932953
28.34161377
28.98186684
28.52493668
28.72499847
29.71505165
29.76191521
29.62817192
29.87691689
29.84735298
30.64854050
29.67556381
29.59387589
30.04836655
32.14097595
30.52940559
30.34621429
32.29641724
31.35723495
32.02302170
33.45255280
30.47435379
28.91523170
28.66706848
27.28471756
26.46451187
24.55458641
23.62057877
21.58579826
19.88505363
18.04547119
16.44128799
15.96989155
15.40149784
15.18552780
15.11858082
15.74542999
14.93549538
14.93819141
15.94513321
15.01350021
16.11847878
15.95433140
15.22220707
15.66322231
15.39426708
16.35754967
15.64238453
15.64669800
16.20669746
16.28493118
16.27285004
15.88212204
15.94781876
16.03028488
16.11240005
16.72795105
16.95009422
16.42407990
16.89424133
16.40670204
16.46540070
16.91512299
16.54864883
16.60462570
16.59687805
16.60406685
17.14053535
16.68133545
16.93141365
16.79263878
16.83352470
17.10324097
17.00169754
17.30694580
17.42529297
17.23322296
16.67034912
16.84169388
16.70682716
17.20505524
16.68978119
16.76146317
16.66947556
16.78302383
16.69954491
16.96817589
17.05824852
17.02519989
16.94377136
16.55927277
16.52165985
